id,name,url,year,mkb,mkb_codes,size_bytes
330,ИДИОПАТИЧЕСКИЙ ЛЕГОЧНЫЙ ФИБРОЗ.,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИДИОПАТИЧЕСКИЙ ЛЕГОЧНЫЙ ФИБРОЗ..pdf,2025,,[],2538814
331,ИЕРСИНИОЗ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИЕРСИНИОЗ.pdf,2025,,[],818618
332,ИЗОЛИРОВАННАЯ ПРОТЕИНУРИЯ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИЗОЛИРОВАННАЯ ПРОТЕИНУРИЯ.pdf,2025,,[],225840
333,ИЗОСЕРОЛОГИЧЕСКАЯ НЕСОВМЕСТИМОСТЬ КРОВИ МАТЕРИ И,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИЗОСЕРОЛОГИЧЕСКАЯ НЕСОВМЕСТИМОСТЬ КРОВИ МАТЕРИ И.pdf,2025,,[],197336
334,ИЗЪЯТИЕ ДОНОРСКОГО СЕРДЦА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИЗЪЯТИЕ ДОНОРСКОГО СЕРДЦА.pdf,2025,,[],497194
335,ИЗЪЯТИЕ ПЕЧЕНИ ОТ ПОСМЕРТНОГО ДОНОРА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИЗЪЯТИЕ ПЕЧЕНИ ОТ ПОСМЕРТНОГО ДОНОРА.pdf,2025,,[],346880
336,ИЗЪЯТИЕ ПОЧКИ ОТ ЖИВОГО ДОНОРА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИЗЪЯТИЕ ПОЧКИ ОТ ЖИВОГО ДОНОРА.pdf,2025,,[],406623
337,ИЗЪЯТИЕ ПОЧКИ ОТ ПОСМЕРТНОГО ДОНОРА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИЗЪЯТИЕ ПОЧКИ ОТ ПОСМЕРТНОГО ДОНОРА.pdf,2025,,[],234104
338,ИЗЪЯТИЕ ФРАГМЕНТА ПЕЧЕНИ ОТ ПРИЖИЗНЕННОГО ДОНОРА С,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИЗЪЯТИЕ ФРАГМЕНТА ПЕЧЕНИ ОТ ПРИЖИЗНЕННОГО ДОНОРА С.pdf,2025,,[],416733
339,ИММУННАЯ ТРОМБОЦИТОПЕНИЯ И БЕРЕМЕННОСТЬ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИММУННАЯ ТРОМБОЦИТОПЕНИЯ И БЕРЕМЕННОСТЬ.pdf,2025,,[],149891
340,ИММУННАЯ ТРОМБОЦИТОПЕНИЯ У ВЗРОСЛЫХ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИММУННАЯ ТРОМБОЦИТОПЕНИЯ У ВЗРОСЛЫХ.pdf,2025,,[],272166
341,ИММУННАЯ ТРОМБОЦИТОПЕНИЯ У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИММУННАЯ ТРОМБОЦИТОПЕНИЯ У ДЕТЕЙ.pdf,2025,,[],590676
342,ИМПЕТИГО,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИМПЕТИГО.pdf,2025,,[],174542
343,ИМПЛАНТАЦИЯ БЕЗЭЛЕКТРОДНОГО,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИМПЛАНТАЦИЯ БЕЗЭЛЕКТРОДНОГО.pdf,2025,,[],501309
344,ИМПЛАНТАЦИЯ ИЛИ ЗАМЕНА ЭЛЕКТРОДА (ЭЛЕКТРОДОВ),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИМПЛАНТАЦИЯ ИЛИ ЗАМЕНА ЭЛЕКТРОДА (ЭЛЕКТРОДОВ).pdf,2025,,[],533510
345,ИМПЛАНТАЦИЯ ИЛИ ЗАМЕНА ЭЛЕКТРОДА(ЭЛЕКТРОДОВ),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИМПЛАНТАЦИЯ ИЛИ ЗАМЕНА ЭЛЕКТРОДА(ЭЛЕКТРОДОВ).pdf,2025,,[],391654
346,ИМПЛАНТАЦИЯ КАРДИОМОНИТОРА В ДИАГНОСТИКЕ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИМПЛАНТАЦИЯ КАРДИОМОНИТОРА В ДИАГНОСТИКЕ.pdf,2025,,[],201711
347,ИМПЛАНТАЦИЯ МАГНИТНО-РЕЗОНАНСНО-ТОМОГРАФИЧЕ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИМПЛАНТАЦИЯ МАГНИТНО-РЕЗОНАНСНО-ТОМОГРАФИЧЕ.pdf,2025,,[],355479
348,ИМПЛАНТАЦИЯ ПОЛИФУНКЦИОНАЛЬНОГО,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИМПЛАНТАЦИЯ ПОЛИФУНКЦИОНАЛЬНОГО.pdf,2025,,[],573535
349,ИМПЛАНТАЦИЯ СЛУХОВОГО АППАРАТА КОСТНОЙ ПРОВОДИМОСТИ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИМПЛАНТАЦИЯ СЛУХОВОГО АППАРАТА КОСТНОЙ ПРОВОДИМОСТИ.pdf,2025,,[],982510
350,ИНВАЗИВНАЯ ПРЕНАТАЛЬНАЯ ДИАГНОСТИКА В ГРУППАХ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНВАЗИВНАЯ ПРЕНАТАЛЬНАЯ ДИАГНОСТИКА В ГРУППАХ.pdf,2025,,[],682008
351,ИНДОЛЕНТНЫХ В-КЛЕТОЧНЫХ ЛИМОФОМ У ВЗРОСЛЫХ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНДОЛЕНТНЫХ В-КЛЕТОЧНЫХ ЛИМОФОМ У ВЗРОСЛЫХ.pdf,2025,,[],1149179
352,ИНДУКЦИЯ РОДОВ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНДУКЦИЯ РОДОВ.pdf,2025,,[],751844
353,ИНОРОДНОЕ ТЕЛО ПИЩЕВОДА,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНОРОДНОЕ ТЕЛО ПИЩЕВОДА.pdf,2025,,[],471754
354,ИНОРОДНОЕ ТЕЛО ПИЩЕВОДА У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНОРОДНОЕ ТЕЛО ПИЩЕВОДА У ДЕТЕЙ.pdf,2025,,[],330160
355,ИНСУЛОМА (ИНСУЛИНОМА),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНСУЛОМА (ИНСУЛИНОМА).pdf,2025,,[],294295
356,ИНТЕНСИВНО-МОДУЛИРОВАННАЯ ЛУЧЕВАЯ ТЕРАПИЯ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНТЕНСИВНО-МОДУЛИРОВАННАЯ ЛУЧЕВАЯ ТЕРАПИЯ.pdf,2025,,[],354384
357,ИНТЕРСТИЦИАЛЬНАЯ БОЛЕЗНЬ ЛЕГКИХ У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНТЕРСТИЦИАЛЬНАЯ БОЛЕЗНЬ ЛЕГКИХ У ДЕТЕЙ.pdf,2025,,[],176802
358,ИНТЕРСТИЦИАЛЬНАЯ ЛУЧЕВАЯ ТЕРАПИЯ (БРАХИТЕРАПИЯ),https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНТЕРСТИЦИАЛЬНАЯ ЛУЧЕВАЯ ТЕРАПИЯ (БРАХИТЕРАПИЯ).pdf,2025,,[],518726
359,ИНФАРКТА МИОКАРДА С ПОДЪЕМОМ СЕГМЕНТА ST,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНФАРКТА МИОКАРДА С ПОДЪЕМОМ СЕГМЕНТА ST.pdf,2025,,[],2194343
360,"ИНФЕКЦИИ МОЧЕПОЛОВЫХ ПУТЕЙ ПРИ БЕРЕМЕННОСТИ, РОДАХ И","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНФЕКЦИИ МОЧЕПОЛОВЫХ ПУТЕЙ ПРИ БЕРЕМЕННОСТИ, РОДАХ И.pdf",2025,,[],545877
361,"ИНФЕКЦИИ, ВЫЗВАННЫЕ ВИРУСОМ ПРОСТОГО ГЕРПЕСА","https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНФЕКЦИИ, ВЫЗВАННЫЕ ВИРУСОМ ПРОСТОГО ГЕРПЕСА.pdf",2025,,[],418706
362,ИНФЕКЦИОННЫЙ МОНОНУКЛЕОЗ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНФЕКЦИОННЫЙ МОНОНУКЛЕОЗ.pdf,2025,,[],855231
363,ИНФЕКЦИОННЫЙ МОНОНУКЛЕОЗ У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНФЕКЦИОННЫЙ МОНОНУКЛЕОЗ У ДЕТЕЙ.pdf,2025,,[],378175
364,ИНФЕКЦИЯ МОЧЕВОЙ СИСТЕМЫ У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНФЕКЦИЯ МОЧЕВОЙ СИСТЕМЫ У ДЕТЕЙ.pdf,2025,,[],229709
365,ИНФРАВЕЗИКАЛЬНАЯ ОБСТРУКЦИЯ У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНФРАВЕЗИКАЛЬНАЯ ОБСТРУКЦИЯ У ДЕТЕЙ.pdf,2025,,[],436035
366,ИНФУЗИЯ (ТРАНСФУЗИЯ) ДОНОРСКИХ ЛИМФОЦИТОВ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИНФУЗИЯ (ТРАНСФУЗИЯ) ДОНОРСКИХ ЛИМФОЦИТОВ.pdf,2025,,[],175308
367,ИСПОЛЬЗОВАНИЕ ПРЕПАРАТОВ ДОНОРСКОЙ КРОВИ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/ИСПОЛЬЗОВАНИЕ ПРЕПАРАТОВ ДОНОРСКОЙ КРОВИ.pdf,2025,,[],672689
368,КЛИНИЧЕСКИЙ ПРОТОКОЛ ДИАГНОСТИКИ И ЛЕЧЕНИЯ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КЛИНИЧЕСКИЙ ПРОТОКОЛ ДИАГНОСТИКИ И ЛЕЧЕНИЯ.pdf,2025,,[],585755
369,КЛИНИЧЕСКИЙ ПРОТОКОЛ ДИАГНОСТИКИ И ЛЕЧЕНИЯ 2,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КЛИНИЧЕСКИЙ ПРОТОКОЛ ДИАГНОСТИКИ И ЛЕЧЕНИЯ 2.pdf,2025,,[],152436
370,КЛИНИЧЕСКИЙ ПРОТОКОЛ ДИАГНОСТИКИ И ЛЕЧЕНИЯ БОЛЕЗНИ ВИЛЛЕБРАНДА У ДЕТЕЙ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КЛИНИЧЕСКИЙ ПРОТОКОЛ ДИАГНОСТИКИ И ЛЕЧЕНИЯ БОЛЕЗНИ ВИЛЛЕБРАНДА У ДЕТЕЙ.pdf,2025,,[],674418
371,КЛИНИЧЕСКИЙ ПРОТОКОЛ ДИАГНОСТИКИ И ЛЕЧЕНИЯ СИНДРОМ ДИ ДЖОРДЖИ,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КЛИНИЧЕСКИЙ ПРОТОКОЛ ДИАГНОСТИКИ И ЛЕЧЕНИЯ СИНДРОМ ДИ ДЖОРДЖИ.pdf,2025,,[],494053
372,КП_Аутовоспалительные синдромы,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КП_Аутовоспалительные синдромы.pdf,2025,,[],2552782
373,КП_Диабетическая ретинопатия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КП_Диабетическая ретинопатия.pdf,2025,,[],669459
374,КП_Липодистрофия,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КП_Липодистрофия.pdf,2025,,[],1260866
375,КП_Патология плаценты,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КП_Патология плаценты.pdf,2025,,[],651804
376,КП_Послеродовое кровотечение,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КП_Послеродовое кровотечение.pdf,2025,,[],2473458
377,КП_Резус несвоместимость крови матери и плода,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КП_Резус несвоместимость крови матери и плода.pdf,2025,,[],923140
378,КП_СКК_Кишечная недостаточность,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/КП_СКК_Кишечная недостаточность.pdf,2025,,[],1430656
379,Кандидоз полости рта,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Кандидоз полости рта.pdf,2025,,[],232801
380,Кардиогенный отек легких,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Кардиогенный отек легких.pdf,2025,,[],1025163
381,Кардиогенный шок,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Кардиогенный шок.pdf,2025,,[],808715
382,Кардиомиопатия у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Кардиомиопатия у детей.pdf,2025,,[],343804
383,Кариес зубов,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Кариес зубов.pdf,2025,,[],469386
384,Кариес зубов у детей,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Кариес зубов у детей.pdf,2025,,[],346791
385,Катаракта,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Катаракта.pdf,2025,,[],1474055
386,Катетерная абляция с использованием внутрисердечной эхокардиографии при трепетании предсердий,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Катетерная абляция с использованием внутрисердечной эхокардиографии при трепетании предсердий.pdf,2025,,[],306321
387,Катетерная абляция с использованием внутрисердечной эхокардиографии при фибрилляции предсердий,https://nrchd.kz/storage/documents/Клинические протоколы/Поток клинические протоколы/Катетерная абляция с использованием внутрисердечной эхокардиографии при фибрилляции предсердий.pdf,2025,,[],310755
